Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
Myanmar,SI3_AGG - MI - Fuels and mining products,World,2144,1859,3652,4195,3889,2893,
Myanmar,SI3_AGG - MIFU - Fuels,World,1988,1749,3540,4018,3680,2720,
Myanmar,SI3_AGG - MA - Manufactures,World,12510,10765,12539,12506,12421,12623,
Myanmar,SI3_AGG - MAIS - Iron and steel,World,1354,1088,1108,1233,1188,1473,
Myanmar,SI3_AGG - MACH - Chemicals,World,1489,1672,1963,2209,2349,2282,
Myanmar,SI3_AGG - MACHPH - Pharmaceuticals,World,284,336,532,558,567,599,
Myanmar,SI3_AGG - MAMT - Machinery and transport equipment,World,7203,5206,5911,5150,4778,5173,
Myanmar,SI3_AGG - MAMTOF - Office and telecom equipment,World,594,489,727,562,580,765,
Myanmar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,50,51,116,137,126,153,
Myanmar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,519,409,475,375,383,549,
Myanmar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,24,29,137,50,71,63,
Myanmar,SI3_AGG - MAMTTE - Transport equipment,World,3888,2395,2702,2107,1765,1346,
Myanmar,SI3_AGG - MAMTAU - Automotive products,World,1911,1793,1558,933,624,666,
Myanmar,SI3_AGG - MATE - Textiles,World,411,729,1330,1684,1988,1756,
Myanmar,SI3_AGG - MACL - Clothing,World,57,100,88,108,77,70,
Namibia,SI3_AGG - TO - Total merchandise,World,7697,6673,6778,8289,8086,6823,
Namibia,SI3_AGG - AG - Agricultural products,World,990,898,959,970,1072,891,
Namibia,SI3_AGG - AGFO - Food,World,944,856,915,929,1032,858,
Namibia,SI3_AGG - MI - Fuels and mining products,World,1799,1392,1591,2397,2781,2751,
Namibia,SI3_AGG - MIFU - Fuels,World,1133,842,686,858,939,575,
Namibia,SI3_AGG - MA - Manufactures,World,4877,4278,4187,4907,4192,3169,
Namibia,SI3_AGG - MAIS - Iron and steel,World,212,139,128,147,154,130,
Namibia,SI3_AGG - MACH - Chemicals,World,629,612,697,764,710,707,
Namibia,SI3_AGG - MACHPH - Pharmaceuticals,World,154,166,154,166,168,155,
Namibia,SI3_AGG - MAMT - Machinery and transport equipment,World,2392,1949,1700,2437,1655,1129,
Namibia,SI3_AGG - MAMTOF - Office and telecom equipment,World,243,234,240,255,213,179,
Namibia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,86,79,85,82,84,74,
Namibia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,133,127,111,113,104,89,
Namibia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,25,28,44,60,25,16,
Namibia,SI3_AGG - MAMTTE - Transport equipment,World,1285,1081,783,1492,810,484,
Namibia,SI3_AGG - MAMTAU - Automotive products,World,804,602,589,567,503,339,
Namibia,SI3_AGG - MATE - Textiles,World,67,54,58,58,55,54,
Namibia,SI3_AGG - MACL - Clothing,World,180,153,169,156,143,108,
Nauru,SI3_AGG - TO - Total merchandise,World,91,51,43,47,36,43,
Nepal,SI3_AGG - TO - Total merchandise,World,6652,8935,10345,12712,12340,9856,
Nepal,SI3_AGG - AG - Agricultural products,World,1301,1763,1909,2114,2231,1974,
Nepal,SI3_AGG - AGFO - Food,World,1184,1619,1771,1954,2078,1875,
Nepal,SI3_AGG - MI - Fuels and mining products,World,1256,1369,1918,2662,2587,1738,
Nepal,SI3_AGG - MIFU - Fuels,World,881,1061,1530,2161,2145,1522,
Nepal,SI3_AGG - MA - Manufactures,World,3909,5586,5947,7767,7255,6044,
Nepal,SI3_AGG - MAIS - Iron and steel,World,596,860,973,1408,1115,1067,
Nepal,SI3_AGG - MACH - Chemicals,World,855,1003,1038,1284,1270,993,
Nepal,SI3_AGG - MACHPH - Pharmaceuticals,World,274,246,253,302,284,273,
Nepal,SI3_AGG - MAMT - Machinery and transport equipment,World,1478,2381,2483,3131,2874,2269,
Nepal,SI3_AGG - MAMTOF - Office and telecom equipment,World,304,454,485,524,561,571,
Nepal,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,61,89,97,119,192,94,
Nepal,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,230,336,378,390,340,473,
Nepal,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,14,29,10,15,29,5,
Nepal,SI3_AGG - MAMTTE - Transport equipment,World,554,877,895,1214,963,602,
Nepal,SI3_AGG - MAMTAU - Automotive products,World,245,554,427,598,516,277,
Nepal,SI3_AGG - MATE - Textiles,World,184,192,173,237,274,356,
Nepal,SI3_AGG - MACL - Clothing,World,108,133,126,261,305,205,
Netherlands,SI3_AGG - TO - Total merchandise,World,512105,500797,574646,645502,635678,596012,
Netherlands,SI3_AGG - AG - Agricultural products,World,68056,67068,73539,78310,76572,79762,
Netherlands,SI3_AGG - AGFO - Food,World,58617,59004,64472,68049,67014,70111,
Netherlands,SI3_AGG - MI - Fuels and mining products,World,100645,87052,110122,135956,121358,83343,
Netherlands,SI3_AGG - MIFU - Fuels,World,82337,69783,88140,110426,99435,63580,
Netherlands,SI3_AGG - MA - Manufactures,World,340298,340400,386004,426770,434585,428701,
Netherlands,SI3_AGG - MAIS - Iron and steel,World,9758,10532,12268,13765,12127,10275,
Netherlands,SI3_AGG - MACH - Chemicals,World,67454,63292,73764,81799,85087,84985,
Netherlands,SI3_AGG - MACHPH - Pharmaceuticals,World,21280,21775,26570,29830,33504,34970,
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,170922,171858,196905,217090,222669,223505,
Netherlands,SI3_AGG - MAMTOF - Office and telecom equipment,World,88246,87780,102427,108495,108110,115127,
Netherlands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,36281,36491,40347,44189,43488,46734,
Netherlands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,43687,42605,49537,48116,44301,46827,
Netherlands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,8279,8684,12542,16190,20321,21565,
Netherlands,SI3_AGG - MAMTTE - Transport equipment,World,42604,36313,38544,42131,46323,41952,
Netherlands,SI3_AGG - MAMTAU - Automotive products,World,21539,25373,27567,30502,32328,28912,
Netherlands,SI3_AGG - MATE - Textiles,World,3669,4461,4815,5252,5165,6314,
Netherlands,SI3_AGG - MACL - Clothing,World,13367,15715,16579,18846,18899,14732,
New Caledonia,SI3_AGG - TO - Total merchandise,World,2689,2395,2511,2805,2944,2593,
New Caledonia,SI3_AGG - AG - Agricultural products,World,422,374,413,379,393,422,
New Caledonia,SI3_AGG - AGFO - Food,World,399,361,399,365,379,408,
New Caledonia,SI3_AGG - MI - Fuels and mining products,World,648,469,566,824,590,437,
New Caledonia,SI3_AGG - MIFU - Fuels,World,564,414,508,761,547,398,
New Caledonia,SI3_AGG - MA - Manufactures,World,1425,1496,1511,1539,1895,1671,
New Caledonia,SI3_AGG - MAIS - Iron and steel,World,56,40,41,44,38,39,
New Caledonia,SI3_AGG - MACH - Chemicals,World,267,227,244,231,223,212,
New Caledonia,SI3_AGG - MACHPH - Pharmaceuticals,World,100,102,109,115,111,125,
New Caledonia,SI3_AGG - MAMT - Machinery and transport equipment,World,493,737,739,777,1141,882,
New Caledonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,64,103,93,109,100,111,
New Caledonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,46,41,41,42,44,
New Caledonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,53,46,48,46,43,53,
New Caledonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,10,11,4,22,14,14,
New Caledonia,SI3_AGG - MAMTTE - Transport equipment,World,312,307,326,286,603,358,
New Caledonia,SI3_AGG - MAMTAU - Automotive products,World,245,192,215,239,260,223,
New Caledonia,SI3_AGG - MATE - Textiles,World,25,16,17,15,17,25,
New Caledonia,SI3_AGG - MACL - Clothing,World,60,39,34,35,34,38,
New Zealand,SI3_AGG - TO - Total merchandise,World,36554,36079,40125,43793,42363,37152,
New Zealand,SI3_AGG - AG - Agricultural products,World,4522,4472,4991,5341,5253,5284,
New Zealand,SI3_AGG - AGFO - Food,World,4209,4163,4661,4987,4907,4979,
New Zealand,SI3_AGG - MI - Fuels and mining products,World,4365,3702,4486,6154,5442,3833,
New Zealand,SI3_AGG - MIFU - Fuels,World,3640,3064,3774,5289,4670,3157,
New Zealand,SI3_AGG - MA - Manufactures,World,27350,27498,30211,31740,30992,27432,
New Zealand,SI3_AGG - MAIS - Iron and steel,World,464,421,488,515,517,409,
New Zealand,SI3_AGG - MACH - Chemicals,World,4011,3869,4261,4610,4396,4339,
New Zealand,SI3_AGG - MACHPH - Pharmaceuticals,World,896,952,991,1058,1008,1057,
New Zealand,SI3_AGG - MAMT - Machinery and transport equipment,World,14431,14465,16380,17062,16561,13864,
New Zealand,SI3_AGG - MAMTOF - Office and telecom equipment,World,2899,2708,3085,3218,3186,3080,
New Zealand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1280,1093,1309,1309,1302,1300,
New Zealand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1500,1502,1612,1739,1728,1610,
New Zealand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,120,113,165,169,157,170,
New Zealand,SI3_AGG - MAMTTE - Transport equipment,World,6588,6740,7228,7421,6791,5048,
New Zealand,SI3_AGG - MAMTAU - Automotive products,World,4483,4942,5779,5655,5030,3734,
New Zealand,SI3_AGG - MATE - Textiles,World,620,643,658,674,673,751,
New Zealand,SI3_AGG - MACL - Clothing,World,1195,1198,1198,1295,1271,1145,
Nicaragua,SI3_AGG - TO - Total merchandise,World,7060,5827,7708,7351,6986,6545,
Nicaragua,SI3_AGG - AG - Agricultural products,World,1057,1127,1165,1135,1116,1179,
Nicaragua,SI3_AGG - AGFO - Food,World,1000,1053,1080,1056,1035,1085,
Nicaragua,SI3_AGG - MI - Fuels and mining products,World,767,670,728,1103,987,669,
Nicaragua,SI3_AGG - MIFU - Fuels,World,742,615,669,1049,947,633,
Nicaragua,SI3_AGG - MA - Manufactures,World,4037,4027,5806,5111,4880,4695,
Nicaragua,SI3_AGG - MAIS - Iron and steel,World,222,219,231,184,175,200,
Nicaragua,SI3_AGG - MACH - Chemicals,World,1060,1128,1199,1026,990,1050,
Nicaragua,SI3_AGG - MACHPH - Pharmaceuticals,World,415,422,463,381,365,394,
Nicaragua,SI3_AGG - MAMT - Machinery and transport equipment,World,1522,1541,1669,1227,986,1096,
Nicaragua,SI3_AGG - MAMTOF - Office and telecom equipment,World,331,358,312,207,187,193,
Nicaragua,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,84,104,93,70,74,70,
Nicaragua,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,229,232,194,119,97,104,
Nicaragua,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,18,23,24,18,16,19,
Nicaragua,SI3_AGG - MAMTTE - Transport equipment,World,500,530,485,289,189,243,
Nicaragua,SI3_AGG - MAMTAU - Automotive products,World,396,417,373,204,134,171,
Nicaragua,SI3_AGG - MATE - Textiles,World,49,773,820,956,944,806,
Nicaragua,SI3_AGG - MACL - Clothing,World,59,364,413,465,511,377,
Niger,SI3_AGG - TO - Total merchandise,World,1976,1715,1952,2281,2326,2378,
Niger,SI3_AGG - AG - Agricultural products,World,541,486,603,763,799,930,
Niger,SI3_AGG - AGFO - Food,World,516,468,583,745,767,901,
Niger,SI3_AGG - MI - Fuels and mining products,World,119,89,131,120,158,153,
Niger,SI3_AGG - MIFU - Fuels,World,112,66,111,94,118,117,
Niger,SI3_AGG - MA - Manufactures,World,1315,1139,1023,1397,1369,1294,
Niger,SI3_AGG - MAIS - Iron and steel,World,83,40,31,80,82,126,
Niger,SI3_AGG - MACH - Chemicals,World,141,130,193,154,241,374,
Niger,SI3_AGG - MACHPH - Pharmaceuticals,World,53,74,115,70,109,261,
Niger,SI3_AGG - MAMT - Machinery and transport equipment,World,762,845,478,994,962,728,
Niger,SI3_AGG - MAMTOF - Office and telecom equipment,World,90,78,62,71,100,48,
Niger,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,33,11,10,18,32,15,
Niger,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,52,63,45,36,61,28,
Niger,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,5,4,6,17,7,5,
Niger,SI3_AGG - MAMTTE - Transport equipment,World,383,574,231,533,481,529,
Niger,SI3_AGG - MAMTAU - Automotive products,World,166,156,122,190,179,179,
Niger,SI3_AGG - MATE - Textiles,World,49,23,31,41,74,55,
Niger,SI3_AGG - MACL - Clothing,World,12,6,9,6,9,8,
Nigeria,SI3_AGG - TO - Total merchandise,World,44700,35532,31273,43007,55257,55390,
Nigeria,SI3_AGG - AG - Agricultural products,World,5978,4811,5386,5042,5056,8567,
Nigeria,SI3_AGG - AGFO - Food,World,5749,4523,5102,4702,4697,8111,
Nigeria,SI3_AGG - MI - Fuels and mining products,World,6296,10547,9760,13252,7860,9122,
Nigeria,SI3_AGG - MIFU - Fuels,World,5651,10060,8730,12752,7350,8463,
Nigeria,SI3_AGG - MA - Manufactures,World,23891,19661,16123,24712,34403,37497,
Nigeria,SI3_AGG - MAIS - Iron and steel,World,1590,845,704,1116,1162,1607,
Nigeria,SI3_AGG - MACH - Chemicals,World,4644,4436,4438,4889,5482,10077,
Nigeria,SI3_AGG - MACHPH - Pharmaceuticals,World,379,566,450,680,1512,3082,
Nigeria,SI3_AGG - MAMT - Machinery and transport equipment,World,13007,10968,8000,15377,21607,20302,
Nigeria,SI3_AGG - MAMTOF - Office and telecom equipment,World,1479,1394,1033,1334,1778,1791,
Nigeria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,400,409,322,281,286,286,
Nigeria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,963,846,598,916,1277,1195,
Nigeria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,116,139,113,137,215,310,
Nigeria,SI3_AGG - MAMTTE - Transport equipment,World,4466,3149,1888,6839,6600,6158,
Nigeria,SI3_AGG - MAMTAU - Automotive products,World,2424,1364,1190,1807,4076,4062,
Nigeria,SI3_AGG - MATE - Textiles,World,369,251,270,282,315,624,
Nigeria,SI3_AGG - MACL - Clothing,World,70,110,78,69,90,78,
Niue,SI3_AGG - TO - Total merchandise,World,12,13,15,18,14,12,
Non-EU south-eastern Europe,SI3_AGG - TO - Total merchandise,World,253251,244237,286772,286650,266511,272302,
Non-EU western Europe,SI3_AGG - TO - Total merchandise,World,967109,987182,1001791,1049111,1068572,1015692,
North America,SI3_AGG - TO - Total merchandise,World,3151735,3061682,3285500,3562431,3499816,3215823,
North American Free Trade Agreement (NAFTA),SI3_AGG - TO - Total merchandise,World,3150708,3060616,3284306,3561233,3498572,3214939,
North Macedonia,SI3_AGG - TO - Total merchandise,World,6427,6758,7723,9050,9471,8710,
North Macedonia,SI3_AGG - AG - Agricultural products,World,811,827,901,979,980,981,
North Macedonia,SI3_AGG - AGFO - Food,World,751,768,835,907,911,911,
North Macedonia,SI3_AGG - MI - Fuels and mining products,World,1664,1593,1932,2259,2591,2086,
North Macedonia,SI3_AGG - MIFU - Fuels,World,703,606,752,918,969,686,
North Macedonia,SI3_AGG - MA - Manufactures,World,3947,4329,4889,5809,5866,5635,
North Macedonia,SI3_AGG - MAIS - Iron and steel,World,325,351,423,538,483,414,
North Macedonia,SI3_AGG - MACH - Chemicals,World,761,800,866,1052,1119,1242,
North Macedonia,SI3_AGG - MACHPH - Pharmaceuticals,World,145,161,172,221,208,244,
North Macedonia,SI3_AGG - MAMT - Machinery and transport equipment,World,1299,1445,1675,2017,2055,1930,
North Macedonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,234,238,268,305,312,330,
North Macedonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,67,64,79,86,80,88,
North Macedonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,132,151,135,135,142,139,
North Macedonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,36,22,54,84,90,103,
North Macedonia,SI3_AGG - MAMTTE - Transport equipment,World,320,375,416,473,481,420,
North Macedonia,SI3_AGG - MAMTAU - Automotive products,World,277,327,371,437,443,366,
North Macedonia,SI3_AGG - MATE - Textiles,World,465,454,507,543,502,449,
North Macedonia,SI3_AGG - MACL - Clothing,World,73,84,90,103,106,104,
Northern Mariana Islands,SI3_AGG - TO - Total merchandise,World,472,588,625,591,592,388,
Norway,SI3_AGG - TO - Total merchandise,World,76424,72110,81249,86600,85319,80447,
Norway,SI3_AGG - AG - Agricultural products,World,8311,8289,8869,9131,8998,9670,
Norway,SI3_AGG - AGFO - Food,World,7335,7315,7809,8058,7958,8641,
Norway,SI3_AGG - MI - Fuels and mining products,World,7209,5987,8279,11176,10630,8194,
Norway,SI3_AGG - MIFU - Fuels,World,3340,2585,3829,5535,5705,3527,
Norway,SI3_AGG - MA - Manufactures,World,60347,57257,64099,65957,65384,62320,
Norway,SI3_AGG - MAIS - Iron and steel,World,1824,1645,1839,2004,2185,2109,
Norway,SI3_AGG - MACH - Chemicals,World,7032,7082,8209,8385,7884,7957,
Norway,SI3_AGG - MACHPH - Pharmaceuticals,World,1828,1892,2363,2421,2271,2414,
Norway,SI3_AGG - MAMT - Machinery and transport equipment,World,31408,29332,33284,33454,34328,32174,
Norway,SI3_AGG - MAMTOF - Office and telecom equipment,World,5198,5097,5747,5920,5807,5665,
Norway,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2252,2126,2447,2592,2437,2338,
Norway,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2772,2792,2997,3049,3091,3061,
Norway,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,174,179,304,278,279,265,
Norway,SI3_AGG - MAMTTE - Transport equipment,World,13803,12956,15512,13914,13790,12789,
Norway,SI3_AGG - MAMTAU - Automotive products,World,7217,7659,9100,9187,9330,8463,
Norway,SI3_AGG - MATE - Textiles,World,836,823,917,962,941,1069,
Norway,SI3_AGG - MACL - Clothing,World,2410,2369,2554,2602,2488,2442,
OIC (Organisation of Islamic Cooperation),SI3_AGG - TO - Total merchandise,World,1720730,1600063,1745105,1864270,1823754,1643561,
Oman,SI3_AGG - TO - Total merchandise,World,29007,23148,26435,25770,23507,20960,
Oman,SI3_AGG - AG - Agricultural products,World,3709,3727,3721,3935,3941,4063,
Oman,SI3_AGG - AGFO - Food,World,3553,3621,3602,3821,3827,3945,
Oman,SI3_AGG - MI - Fuels and mining products,World,4861,3203,3540,3269,2558,2268,
Oman,SI3_AGG - MIFU - Fuels,World,3356,1940,1559,1443,756,674,
Oman,SI3_AGG - MA - Manufactures,World,20012,15651,15471,18173,16642,14541,
Oman,SI3_AGG - MAIS - Iron and steel,World,1722,1610,1801,2445,2328,2202,
Oman,SI3_AGG - MACH - Chemicals,World,2947,2117,2336,2406,2288,2214,
Oman,SI3_AGG - MACHPH - Pharmaceuticals,World,460,433,476,484,541,592,
Oman,SI3_AGG - MAMT - Machinery and transport equipment,World,10433,7704,6461,8608,7866,6615,
Oman,SI3_AGG - MAMTOF - Office and telecom equipment,World,917,834,920,1284,1158,1167,
Oman,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,279,172,307,384,372,295,
Oman,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,625,649,581,861,690,712,
Oman,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,13,13,31,39,96,160,
Oman,SI3_AGG - MAMTTE - Transport equipment,World,4803,3044,592,2213,1877,1201,
Oman,SI3_AGG - MAMTAU - Automotive products,World,4225,2456,49,1891,1603,1026,
Oman,SI3_AGG - MATE - Textiles,World,178,166,179,187,190,221,
Oman,SI3_AGG - MACL - Clothing,World,275,219,297,323,436,373,
OPEC (Organization of the Petroleum Exporting Countries),SI3_AGG - TO - Total merchandise,World,756610,660863,663016,680981,684153,601286,
Other Africa,SI3_AGG - TO - Total merchandise,World,460807,407846,420490,473552,478688,424892,
Other Asia,SI3_AGG - TO - Total merchandise,World,955908,957434,1115395,1261061,1223125,1104809,
Other CIS,SI3_AGG - TO - Total merchandise,World,110568,99083,113239,130630,144897,128480,
Pacific Alliance,SI3_AGG - TO - Total merchandise,World,559652,538041,583370,645725,632216,532091,
Pakistan,SI3_AGG - TO - Total merchandise,World,44168,46847,57746,60078,50332,45804,
Pakistan,SI3_AGG - AG - Agricultural products,World,7184,7739,9020,8743,7491,9557,
Pakistan,SI3_AGG - AGFO - Food,World,5302,5857,6762,6012,5362,6859,
Pakistan,SI3_AGG - MI - Fuels and mining products,World,11733,11247,15980,19575,16542,12576,
