NationRegionName,NationRegionType,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04
Kenya,Country,547.67,593.52,562.50,561.33,555.06,587.67,524.56,581.21,575.29,567.90,540.24,582.31,561.55,474.20,547.23,529.85,545.34,510.08,521.36,522.66,461.83,507.49,439.76,453.03,437.08,457.51,507.35,476.45,479.01,491.23,436.28,495.08,472.36,460.64,483.28,483.79,469.22,458.29,525.34,452.83,506.36,440.02,484.98,484.81,467.40,506.37,523.87,493.51,516.12,515.20,537.87,500.05,478.15,431.95,537.95,592.12,593.10,534.38,538.11,540.47,523.65,554.06,571.26,536.10,607.32,501.26,563.87,509.39,562.68,598.68,564.11,533.70,543.65,533.01,544.59,441.22
"Lesotho, Kingdom of",Country,101.34,106.08,81.63,86.64,88.86,53.04,90.30,90.59,107.76,76.50,78.67,52.69,76.01,53.80,60.63,88.42,68.08,76.71,119.78,74.67,89.25,96.47,105.07,54.44,85.97,71.79,58.35,95.89,69.16,84.54,60.65,85.86,72.66,90.05,95.23,64.44,74.56,82.36,87.41,81.87,108.32,100.96,78.61,106.51,76.98,124.95,140.35,67.93,169.81,100.93,150.22,104.03,120.30,118.81,55.41,126.73,72.17,91.01,124.99,62.08,117.44,67.24,74.15,136.33,77.84,90.29,118.51,84.10,69.63,96.62,137.26,72.33,130.92,102.75,74.47,24.90
Liberia,Country,146.00,115.01,101.76,131.84,143.78,308.80,84.50,89.73,136.47,57.15,109.28,60.20,152.15,87.58,149.99,161.64,101.47,142.43,278.42,127.03,146.22,112.57,119.59,94.26,82.62,72.87,105.66,103.55,115.30,92.41,77.71,77.16,128.81,58.34,72.49,97.16,52.27,61.87,60.00,82.64,85.42,68.99,163.19,67.51,191.35,320.98,64.62,156.80,86.63,183.64,151.89,194.55,114.17,49.92,135.53,69.24,103.28,169.34,157.12,68.68,65.06,113.43,156.92,207.59,138.12,113.86,190.03,131.22,57.74,71.76,131.16,56.94,78.24,72.13,91.99,67.96
"Madagascar, Rep. of",Country,165.93,199.82,199.77,198.13,195.93,229.16,231.45,202.95,217.15,195.49,182.40,223.02,198.27,171.25,236.58,229.45,207.20,204.89,229.10,221.31,185.21,195.73,177.55,217.19,190.51,205.23,251.40,237.84,221.03,251.60,203.05,228.66,206.39,223.06,234.84,269.51,282.23,248.27,343.04,313.17,326.05,269.01,238.48,274.40,233.55,238.69,361.20,387.57,351.42,330.48,399.48,377.16,341.45,261.67,303.69,293.97,263.63,294.40,297.17,379.93,322.89,390.08,389.65,280.41,303.93,250.80,260.41,261.75,223.24,255.58,286.98,334.36,301.65,262.76,242.80,215.21
Malawi,Country,105.39,82.68,99.04,75.00,90.38,92.63,96.26,72.04,80.10,92.27,88.54,115.22,84.61,75.06,86.09,115.03,56.98,58.99,65.18,50.23,73.25,112.25,83.02,109.43,59.10,91.90,84.79,77.94,74.58,72.89,59.37,79.60,73.49,90.57,90.83,93.16,76.78,64.56,87.15,98.20,81.13,87.79,105.91,73.59,66.21,69.25,64.16,69.46,85.12,98.46,101.10,106.47,75.60,61.12,62.99,55.34,68.55,82.48,97.15,79.71,137.38,122.83,80.90,89.91,95.13,65.93,69.82,61.62,51.41,78.15,82.15,109.06,64.32,71.02,79.98,63.67
Mali,Country,233.13,253.61,308.03,290.42,268.82,265.92,298.82,247.69,260.78,295.57,239.30,296.87,243.55,272.83,324.44,305.60,301.80,324.47,343.18,289.85,297.44,298.41,270.53,368.75,224.93,224.06,239.99,241.04,258.89,243.54,224.70,246.81,214.02,199.82,218.99,246.31,91.89,94.44,135.54,148.44,160.98,140.11,142.59,111.76,101.36,97.28,192.01,228.90,207.13,221.51,304.36,297.52,323.78,288.66,245.57,225.04,232.91,251.07,248.96,343.27,400.80,415.81,434.03,446.71,471.08,420.21,486.43,432.11,424.25,405.53,445.90,464.38,454.04,460.97,488.80,394.48
Mauritius,Country,210.44,184.96,215.57,227.23,222.18,243.11,256.84,222.53,226.51,243.11,196.70,213.01,186.41,192.77,214.48,233.89,207.58,237.88,246.95,203.55,284.82,318.99,292.98,296.22,240.41,239.13,252.72,217.10,200.21,213.45,209.55,209.29,181.60,224.31,215.75,178.62,163.47,165.53,199.83,180.57,207.58,195.62,207.08,218.48,251.91,227.79,229.48,209.75,245.36,221.16,218.13,240.53,270.59,227.34,236.96,216.89,240.10,238.92,239.00,195.86,186.96,181.33,264.34,214.66,255.23,189.65,238.53,211.18,217.62,210.42,226.19,204.76,165.25,161.14,178.56,158.27
"Mozambique, Rep. of",Country,477.99,341.20,404.91,419.50,406.98,332.88,476.98,497.20,"1,016.89",806.03,437.83,467.95,427.57,386.55,429.38,433.04,310.79,329.92,348.01,316.16,353.57,403.22,362.65,315.70,328.26,352.37,365.02,302.97,346.93,351.02,264.45,321.07,387.65,376.21,479.53,508.47,551.66,450.73,447.85,523.31,595.34,548.86,499.15,509.63,434.03,589.56,570.47,510.58,568.31,441.68,525.01,596.27,565.66,624.95,609.78,515.74,569.48,734.40,600.34,555.44,628.43,579.75,484.76,474.94,514.48,454.57,448.14,509.69,525.16,650.42,508.49,521.20,497.33,433.42,453.48,321.68
Namibia,Country,318.40,327.59,363.70,412.09,408.37,371.11,410.19,400.37,339.89,379.52,345.92,370.30,308.97,286.17,389.33,328.79,318.28,354.87,268.69,344.90,346.51,327.45,283.96,350.52,204.53,258.46,328.34,323.69,275.30,289.73,261.97,247.74,233.79,333.47,314.14,284.52,325.04,324.32,368.90,401.81,405.17,386.97,289.30,361.83,419.64,403.31,486.62,420.32,423.42,504.99,554.65,528.70,410.10,419.88,458.78,382.88,426.29,615.76,516.09,529.11,335.35,313.41,396.44,433.98,335.62,448.24,354.55,423.00,394.65,406.77,446.81,389.18,392.58,287.59,278.43,257.92
Niger,Country,67.51,48.11,92.39,109.11,48.86,74.89,119.58,46.24,28.28,45.64,150.61,67.65,62.13,96.28,134.08,108.83,77.88,71.32,92.28,34.44,77.37,110.35,82.85,69.78,65.14,172.71,77.51,71.74,66.92,59.11,31.99,33.54,41.73,29.78,43.58,40.78,60.69,109.68,78.77,87.54,127.36,68.26,25.29,38.88,47.90,42.54,38.14,55.07,71.95,65.17,67.30,57.90,52.22,41.97,31.77,64.00,36.77,46.86,53.75,71.27,115.34,118.92,89.23,107.48,127.15,69.66,63.81,59.92,56.35,61.48,70.28,95.29,189.02,267.16,214.07,178.91
Nigeria,Country,"9,481.20","7,778.53","9,690.69","9,093.38","8,527.01","7,926.80","8,410.92","7,924.52","8,695.94","7,849.58","6,595.24","7,425.20","4,946.40","4,977.43","4,650.95","4,280.84","4,549.27","5,196.25","4,910.68","4,242.65","4,598.08","4,670.10","4,260.17","4,094.59","3,175.13","3,105.68","3,176.95","3,242.74","3,149.34","3,403.99","3,372.02","2,851.65","2,521.94","2,717.40","3,037.21","3,785.62","3,511.02","3,337.12","4,136.08","3,821.67","3,559.96","3,725.36","3,838.46","3,773.65","4,263.08","4,889.12","4,758.11","4,182.61","5,405.31","5,388.73","5,282.48","5,219.11","5,375.76","4,874.27","5,290.56","5,626.58","5,161.92","7,390.43","5,295.12","5,382.07","4,384.64","4,397.66","4,604.62","4,719.07","5,152.06","5,539.85","4,870.90","5,316.21","5,386.23","5,078.40","5,289.28","5,076.38","4,958.44","4,824.69","4,187.67","2,496.35"
Rwanda,Country,30.07,24.84,25.51,26.45,19.22,28.68,32.11,40.86,38.99,41.89,52.62,38.71,41.11,30.68,37.03,34.18,29.60,26.53,30.18,29.21,33.08,42.61,33.73,34.02,35.25,35.70,39.44,47.62,36.10,35.08,34.99,38.72,37.21,33.59,41.88,48.72,38.06,38.06,44.09,37.66,47.30,50.87,54.11,56.56,50.93,63.44,69.47,75.96,108.43,90.39,85.16,79.71,64.55,85.53,81.09,76.54,89.65,101.38,97.43,91.33,64.61,65.05,71.04,70.60,72.26,64.50,69.02,66.24,66.06,75.59,76.68,79.68,88.19,82.31,78.32,59.42
"São Tomé and Príncipe, Dem. Rep. of",Country,1.36,0.96,1.17,1.44,1.06,1.58,3.95,0.92,2.09,0.99,1.19,1.25,1.59,0.84,1.24,0.80,0.97,0.88,1.02,1.26,0.97,0.80,1.37,1.16,1.33,2.31,2.25,1.01,1.43,1.48,1.88,1.16,2.17,1.76,2.22,1.99,1.90,37.96,40.36,40.01,47.21,33.64,37.88,48.52,42.56,75.18,42.80,49.13,61.54,42.92,42.50,55.20,60.01,50.74,74.59,53.00,64.13,77.68,64.55,66.52,43.10,50.12,58.10,54.08,59.24,51.67,52.43,43.59,40.36,47.37,49.62,56.48,36.12,40.72,48.26,40.35
Senegal,Country,235.80,219.32,252.00,290.06,257.15,284.66,250.62,237.67,265.80,211.77,242.92,283.44,214.49,255.81,282.61,298.85,294.61,279.24,316.71,248.33,221.66,238.19,234.92,259.23,248.34,244.61,259.78,277.64,246.35,262.25,250.18,287.59,237.19,217.31,259.20,288.82,195.77,277.87,308.78,297.95,316.09,316.95,299.37,284.61,256.47,264.84,479.93,298.25,295.03,282.63,382.30,526.11,398.50,340.23,361.43,355.20,320.83,354.72,331.17,289.84,375.00,338.28,438.69,386.39,434.68,316.98,377.75,320.87,316.62,358.14,335.73,347.45,362.57,365.30,437.51,333.39
Seychelles,Country,38.60,30.66,55.71,59.08,45.53,46.24,46.72,24.35,44.69,45.96,36.36,51.10,44.86,31.06,42.84,53.61,44.92,38.17,28.54,39.11,32.39,47.35,35.51,33.54,35.20,46.34,38.78,56.75,49.51,47.06,45.22,45.97,54.97,54.12,61.90,42.84,45.49,45.94,59.39,46.98,54.13,54.42,51.51,64.31,58.27,44.08,72.40,50.83,54.60,44.23,60.87,54.70,92.55,69.93,59.36,51.25,56.11,62.70,76.26,63.99,50.21,45.59,40.61,67.93,73.87,62.42,72.22,50.42,62.50,50.87,56.83,61.01,51.46,40.23,68.92,39.59
Sierra Leone,Country,238.59,179.95,179.52,281.80,248.16,152.42,233.89,132.93,192.65,102.82,146.20,172.78,70.32,68.94,85.69,60.70,66.23,49.94,30.74,22.68,47.76,37.12,35.22,52.13,36.56,37.51,59.26,63.58,57.77,57.09,63.30,58.24,44.33,47.95,64.37,57.85,71.87,46.84,80.51,72.82,89.50,85.24,70.84,63.73,85.29,94.30,110.71,84.88,79.94,48.10,86.11,61.09,95.48,78.98,58.02,45.72,45.96,72.28,45.41,55.86,63.06,80.87,71.35,62.56,64.59,61.07,84.72,75.79,79.25,78.06,62.20,74.14,82.94,55.42,58.62,57.62
South Africa,Country,"11,012.49","10,600.88","11,595.53","10,750.44","10,874.30","10,946.90","12,930.10","10,890.56","12,024.67","11,534.94","13,786.24","12,468.26","8,245.40","7,856.52","9,310.64","8,834.33","8,477.57","9,144.27","9,313.23","8,534.13","8,669.59","8,288.26","7,723.98","8,118.64","7,206.47","6,600.47","8,194.05","8,210.47","8,015.35","9,427.46","8,363.55","8,936.86","9,652.81","9,137.19","9,555.63","10,095.61","7,880.86","8,463.70","9,829.57","8,894.96","9,806.43","8,963.07","9,446.95","10,495.85","9,880.18","10,227.40","10,279.24","10,502.04","10,857.19","9,033.65","10,639.79","10,567.55","10,753.42","10,803.29","11,316.62","11,294.29","10,133.39","11,149.71","10,265.88","10,292.59","10,315.91","8,463.97","10,122.37","10,716.00","10,455.74","9,554.94","11,229.99","10,163.27","11,278.31","11,024.65","10,641.66","10,748.39","9,845.57","8,472.37","10,084.72","7,067.41"
"South Sudan, Rep. of",Country,345.77,526.07,318.32,394.55,356.51,297.77,327.45,398.22,539.21,296.75,301.57,227.95,237.79,154.28,187.74,224.71,231.04,315.41,180.21,135.02,201.74,149.80,169.69,137.16,151.92,70.88,92.99,152.77,117.25,114.65,144.38,104.63,105.34,151.40,109.99,142.17,158.88,101.98,146.80,60.44,90.69,119.98,48.44,104.24,82.10,179.81,58.47,182.65,219.26,110.54,120.13,182.89,92.86,49.81,89.04,245.66,192.29,192.79,118.46,72.49,58.85,107.26,227.79,74.81,264.84,189.03,136.23,154.05,106.30,190.96,71.94,127.86,115.12,106.25,6.05,47.91
"Tanzania, United Rep. of",Country,434.02,456.01,383.87,372.37,406.31,373.43,388.51,420.95,501.31,465.20,425.34,447.40,479.21,427.62,486.69,394.97,373.74,410.12,390.83,343.76,377.23,418.16,397.18,417.64,413.10,446.96,427.83,443.89,451.64,460.67,365.68,455.72,399.18,490.47,526.94,503.29,544.34,608.98,707.53,651.09,614.32,560.39,572.13,534.07,577.68,572.51,687.97,552.76,814.83,600.42,574.91,548.55,654.09,615.28,476.59,505.43,611.29,761.66,544.46,530.54,499.92,469.39,543.84,473.17,558.91,438.57,546.52,593.03,547.14,646.18,682.52,712.72,627.41,646.76,632.80,456.86
Togo,Country,232.30,293.62,289.27,282.88,249.31,243.00,241.52,206.83,302.80,192.25,189.72,191.84,230.64,206.75,247.60,345.05,268.49,205.80,221.36,200.08,179.60,179.97,159.41,185.41,146.40,195.22,223.76,201.80,197.68,208.44,178.72,182.59,167.41,217.73,177.07,287.94,230.46,234.36,349.58,306.40,314.36,288.06,312.83,304.32,304.52,264.71,284.33,243.93,413.36,252.42,287.75,412.96,361.51,262.15,342.85,339.28,311.90,397.04,218.93,277.90,197.31,267.37,331.71,432.08,606.96,265.59,249.74,256.69,237.93,205.21,179.17,174.23,175.23,208.91,220.18,174.29
Uganda,Country,113.00,124.32,137.16,154.20,169.95,192.06,142.00,139.80,134.99,144.53,120.80,136.73,131.37,132.70,151.92,156.81,168.61,165.14,135.50,122.23,141.66,165.72,131.35,130.41,143.91,144.79,169.65,154.62,178.57,177.07,157.20,157.97,160.19,177.78,204.86,196.03,198.52,249.23,271.91,248.60,256.09,231.50,248.71,276.14,292.25,330.72,320.84,308.21,348.07,330.63,336.86,306.06,322.93,347.39,321.57,317.81,299.05,311.65,343.72,361.98,334.37,347.95,381.14,345.72,368.40,326.76,348.15,302.95,343.48,350.57,361.94,388.26,346.02,357.99,356.61,276.82
Zambia,Country,761.92,644.99,827.45,676.85,732.19,659.73,661.74,581.53,609.86,653.71,718.91,618.01,630.18,493.27,584.96,609.30,612.15,610.91,586.01,525.74,585.88,585.68,607.25,585.26,570.25,533.33,709.57,687.94,585.08,713.61,573.01,631.70,589.17,565.77,629.29,595.27,588.55,562.85,733.29,649.33,784.52,626.24,633.90,668.97,808.14,847.50,831.84,798.83,785.68,835.77,"1,025.59",921.15,868.52,881.38,723.87,749.49,942.75,782.66,728.50,668.42,794.20,713.82,851.17,765.91,857.32,819.74,789.86,797.74,995.19,803.17,715.72,719.73,658.46,652.94,763.79,638.44
Zimbabwe,Country,364.06,263.42,468.44,204.75,144.35,139.12,156.62,198.63,221.06,178.46,164.23,185.60,219.89,153.64,295.62,465.16,155.67,130.95,181.18,132.45,165.22,224.13,181.95,201.67,163.67,267.04,371.08,472.60,122.08,95.19,106.21,121.04,121.53,149.80,127.56,130.41,212.81,147.99,382.29,360.07,171.79,144.17,166.66,179.87,207.98,205.51,197.71,210.65,226.81,259.52,336.01,441.50,318.26,240.06,264.55,349.30,262.97,257.01,235.12,247.70,268.88,328.39,391.36,376.85,305.17,217.93,244.02,225.89,228.10,222.04,238.63,245.10,300.65,290.57,379.67,448.29
Africa not specified,Region,5.79,7.03,3.68,70.79,7.12,6.41,8.75,7.07,6.58,3.23,6.14,4.79,4.52,11.27,4.85,13.03,6.56,7.08,5.52,7.60,3.28,4.84,3.61,35.52,12.08,10.36,15.45,14.36,11.61,11.02,8.63,11.36,9.13,16.67,17.57,63.25,45.66,97.48,57.94,26.19,20.19,47.82,21.69,6.86,5.76,6.96,9.30,14.17,13.40,6.15,4.94,31.44,19.23,22.19,53.14,52.61,16.20,20.90,55.57,19.16,21.06,20.95,24.16,23.92,38.78,14.77,11.80,17.19,74.32,46.00,42.93,42.30,47.99,52.42,59.52,31.95
Western Hemisphere,Region,"93,298.60","87,340.74","95,427.12","100,228.65","100,512.36","100,422.82","104,559.05","99,672.85","100,800.47","104,240.76","89,152.38","93,129.33","80,819.37","74,092.46","86,605.16","84,973.88","82,375.26","89,522.64","90,170.91","83,606.92","84,931.61","85,978.86","79,227.77","79,065.19","71,422.07","71,638.88","78,929.42","79,462.88","80,929.64","83,349.07","79,680.50","85,376.43","83,436.65","80,915.04","83,651.54","82,056.81","79,216.18","78,223.45","91,272.45","83,826.80","91,389.00","89,185.68","86,816.69","93,084.06","89,298.44","92,401.65","94,887.03","89,986.79","94,294.15","86,098.97","97,188.46","96,086.34","100,987.06","97,231.53","98,576.86","102,039.31","95,735.87","103,524.15","96,533.14","91,690.93","96,002.82","87,523.16","93,884.29","96,517.23","99,180.57","90,568.67","98,807.52","95,869.50","93,467.08","98,048.72","92,398.75","93,192.01","92,187.29","86,336.11","90,117.20","66,296.92"
Anguilla,Country,0.29,0.20,0.31,0.32,0.33,0.43,0.58,0.38,0.34,0.52,0.96,0.36,0.86,7.10,3.56,6.93,0.58,0.50,0.53,5.09,0.50,0.65,0.52,0.70,0.39,0.86,6.37,5.78,0.50,0.57,0.59,0.82,4.01,0.60,2.07,1.27,1.06,3.97,0.45,0.47,0.85,1.75,1.14,1.01,1.11,0.64,0.99,1.85,2.06,0.53,0.84,1.04,0.70,0.78,0.72,0.57,3.05,0.70,5.20,1.60,0.82,3.74,2.51,1.67,3.99,1.23,5.19,3.94,1.77,16.16,3.99,3.07,3.37,3.63,2.64,3.52
Antigua and Barbuda,Country,58.17,41.52,47.62,41.40,40.62,81.25,41.41,41.31,66.86,60.08,48.08,48.68,28.47,32.93,36.49,28.09,50.55,47.18,50.64,42.62,56.68,41.81,46.24,29.48,20.80,44.35,15.74,47.99,12.51,9.30,19.86,47.06,16.60,6.69,22.32,38.18,12.63,19.28,19.82,21.74,46.03,19.46,16.93,12.07,16.76,14.46,28.47,17.87,10.06,29.26,13.82,27.14,20.45,41.15,17.85,17.23,28.86,16.61,11.69,31.05,24.46,29.30,17.77,37.22,31.10,60.21,20.21,25.41,31.93,24.89,27.88,16.71,26.87,26.75,28.10,25.72
Argentina,Country,"5,026.78","4,862.30","5,308.08","5,322.82","6,168.52","6,639.87","7,392.40","6,784.67","7,151.85","6,826.56","6,078.05","6,059.70","4,580.33","4,163.26","4,947.48","4,455.64","4,781.78","5,728.22","6,406.34","5,888.40","5,791.92","5,564.69","5,065.31","5,211.61","3,745.50","4,095.80","4,777.42","4,659.77","4,697.46","5,256.94","5,525.55","6,182.16","5,889.74","5,520.20","5,763.50","5,168.54","4,591.64","4,515.40","4,957.09","4,602.00","5,275.38","5,119.37","5,715.89","5,963.70","5,496.21","5,662.88","5,880.52","5,090.07","5,039.08","4,651.98","5,242.11","5,634.04","5,368.94","5,534.26","5,522.88","5,809.19","5,371.29","5,678.63","5,331.17","5,213.52","5,494.80","4,892.74","5,191.48","5,125.09","5,823.87","5,311.94","6,615.49","5,995.84","5,710.33","6,402.88","5,798.75","6,223.44","5,425.40","4,899.54","5,284.34","4,110.71"
"Aruba, Kingdom of the Netherlands",Country,15.25,11.92,12.32,39.00,194.20,45.58,123.62,67.79,7.06,32.08,47.89,29.22,16.83,43.58,13.01,29.40,44.05,13.80,60.24,18.20,8.84,33.03,28.23,22.47,6.28,6.02,3.87,54.17,12.19,25.79,8.73,16.10,16.08,8.31,11.71,4.70,11.25,3.51,5.24,82.17,5.76,5.67,7.05,20.80,17.12,19.17,32.59,28.37,7.82,16.93,4.67,7.28,3.19,3.06,7.55,7.35,6.78,7.33,6.99,2.46,28.60,4.01,5.20,13.60,6.16,5.34,30.05,5.24,4.48,7.09,6.28,6.64,5.05,5.27,3.93,1.26
"Bahamas, The",Country,645.32,401.91,506.29,312.99,285.31,508.61,443.67,195.08,242.25,231.16,262.89,897.17,281.99,169.62,215.55,252.82,148.81,269.45,236.03,235.08,256.98,209.35,286.90,128.69,75.08,208.63,124.60,159.86,159.25,107.16,192.33,116.21,114.45,358.09,142.91,188.51,83.69,102.58,174.38,122.22,99.80,166.62,164.28,121.11,145.44,113.54,178.16,97.31,210.61,232.25,154.63,128.26,81.05,130.78,98.35,50.36,135.74,58.25,67.43,192.42,109.93,169.52,112.05,100.87,109.76,129.00,99.14,131.47,35.20,60.93,192.88,174.04,243.27,61.23,39.21,64.20
Barbados,Country,37.68,35.89,39.56,40.34,36.45,46.59,42.67,35.73,72.99,70.32,38.48,36.90,26.13,26.56,23.46,24.74,43.32,29.30,38.55,23.29,23.69,25.84,24.51,27.02,22.95,29.56,28.01,40.99,34.09,28.82,25.50,26.62,28.51,41.16,35.83,29.73,25.74,53.57,48.16,30.48,35.91,29.82,26.60,31.13,24.50,27.62,29.81,38.14,49.05,31.06,35.76,40.07,37.17,29.40,51.00,31.41,28.25,35.74,33.17,30.07,23.78,28.29,29.87,25.90,27.24,29.71,27.38,26.16,26.07,73.12,51.73,22.22,23.56,31.40,24.95,15.39
Belize,Country,38.21,34.66,49.78,51.20,52.80,50.35,61.56,58.00,45.23,37.86,39.01,53.73,27.99,40.40,38.63,42.88,47.85,34.24,47.21,51.20,31.53,38.96,31.63,36.52,19.75,22.23,33.88,33.03,35.91,55.99,45.42,45.36,64.30,47.17,42.22,51.94,20.01,22.50,28.61,26.36,35.56,100.96,23.41,33.60,25.96,36.27,24.02,153.01,17.62,43.08,39.65,44.35,178.53,38.33,28.45,29.33,20.33,39.58,33.26,24.07,23.44,26.02,30.18,24.06,35.11,26.17,45.67,38.48,17.83,31.60,18.50,23.36,18.62,16.34,16.86,32.17
Bermuda,Country,4.66,3.47,6.20,40.95,6.42,3.52,6.25,5.52,6.76,14.95,4.20,30.47,48.27,180.02,10.50,11.96,11.90,10.13,17.21,14.94,11.63,287.43,13.65,4.27,2.28,19.43,98.04,36.70,24.74,34.41,67.96,63.15,4.94,2.91,113.54,3.44,2.48,2.82,4.30,5.74,4.50,3.58,35.48,6.34,8.08,13.52,3.95,128.05,29.90,1.28,4.60,3.78,11.40,1.80,52.62,2.20,76.28,78.68,46.75,1.92,4.84,4.46,49.75,18.60,7.00,3.22,66.34,72.56,330.29,28.43,11.63,4.14,3.91,101.04,3.74,1.54
Bolivia,Country,971.54,"1,000.13",978.35,"1,032.21","1,064.60","1,143.49","1,085.72","1,036.57","1,115.60",997.53,964.31,905.95,797.38,680.92,707.36,817.69,656.92,723.29,756.21,726.64,674.57,704.80,708.04,679.66,592.16,549.74,500.58,572.68,547.26,600.94,559.18,636.78,632.20,596.57,585.32,571.36,476.80,519.43,510.75,579.15,650.71,628.20,598.83,669.43,748.73,773.80,655.67,675.82,833.09,566.85,608.21,707.61,710.89,728.95,780.15,702.37,778.02,784.99,790.02,641.07,752.87,727.25,669.07,671.70,759.96,691.00,751.71,630.69,682.42,672.74,730.43,821.44,738.56,752.55,620.55,419.44
Brazil,Country,"19,112.43","17,026.09","17,920.43","20,190.56","21,815.74","21,501.74","23,215.60","22,214.20","20,901.55","21,067.49","17,636.08","19,144.69","15,963.87","13,820.92","16,623.76","17,626.76","17,280.88","19,918.48","20,233.21","18,082.20","18,932.54","17,737.46","16,756.19","17,242.82","14,472.98","12,990.84","15,511.25","16,307.07","17,993.88","18,677.61","17,931.91","19,130.10","18,139.08","15,794.58","17,119.05","17,581.54","16,625.77","15,769.11","19,100.89","18,618.77","21,503.89","20,801.72","20,129.35","21,400.15","20,570.25","19,800.47","21,245.35","19,513.50","20,286.87","17,965.73","19,813.91","20,753.93","23,664.64","21,343.09","21,362.77","23,652.42","22,143.73","24,111.97","21,154.20","20,782.92","21,384.65","18,207.34","18,438.60","20,467.16","21,536.50","18,218.97","22,585.21","21,392.50","20,932.56","21,903.64","21,148.40","21,119.65","19,137.09","17,257.01","18,734.82","16,940.64"
Chile,Country,"7,935.67","5,977.04","6,527.83","8,285.67","6,858.30","6,497.87","6,792.70","6,205.33","6,018.60","6,452.57","6,049.45","6,426.79","7,212.78","5,564.90","6,670.04","6,532.52","5,513.62","5,451.39","5,822.73","5,184.81","4,860.88","5,099.03","5,078.86","5,347.25","5,504.62","5,221.06","5,602.37","5,638.90","5,549.28","5,206.81","4,891.99","4,939.71","4,668.71","4,565.88","5,034.15","5,563.94","6,479.75","5,695.62","6,243.96","5,374.72","5,711.29","5,337.86","5,500.22","5,855.66","6,165.01","5,762.49","6,514.41","6,420.19","8,333.92","6,935.51","7,125.25","6,837.56","7,173.42","6,804.60","6,996.99","6,782.59","5,953.62","6,222.45","6,160.52","6,272.45","8,317.25","6,539.00","6,520.86","6,950.54","6,459.68","5,965.23","6,307.77","5,669.63","5,642.55","6,101.17","5,703.92","6,144.80","8,479.79","5,940.20","6,438.29","6,300.85"
Colombia,Country,"5,206.68","5,124.68","5,501.29","5,240.05","4,188.32","4,836.39","4,497.06","4,785.65","5,912.73","5,175.36","4,491.23","4,924.44","3,763.78","3,335.08","4,041.12","3,974.11","3,808.59","3,890.66","3,952.76","3,376.30","3,212.92","3,197.02","3,162.65","3,231.39","2,778.79","2,962.04","3,176.80","2,954.15","2,860.96","3,301.46","3,117.95","3,438.04","3,281.54","3,248.29","3,095.49","3,561.74","3,289.77","3,548.74","3,958.11","3,384.00","3,433.20","3,218.24","3,345.33","3,751.51","3,340.18","3,364.63","3,899.98","3,702.06","4,063.72","3,689.70","3,782.38","3,487.68","4,029.47","3,635.10","3,803.66","4,107.57","3,719.57","4,064.83","4,074.40","3,997.69","3,945.19","3,387.96","3,412.55","4,327.09","3,731.34","3,423.53","3,639.58","3,683.54","3,339.68","3,587.60","3,139.80","3,642.42","3,390.13","3,232.63","2,947.17","2,441.18"
Costa Rica,Country,"2,634.76","2,709.36","3,233.01","3,362.47","3,128.33","3,027.27","2,702.16","2,785.12","2,654.09","3,615.30","1,613.12","1,510.73","1,098.65","1,118.89","1,222.89","1,172.87","1,163.44","1,191.05","1,104.48",974.11,"1,029.14","1,020.53","1,022.04","1,080.16",855.73,"1,024.55","1,144.55","1,096.15","1,232.45","1,155.82","1,017.64","1,072.34","1,048.56","1,054.67","1,099.81","1,113.70",967.10,"1,021.81","1,176.51","1,102.97","1,294.35","1,258.54","1,128.45","1,146.27","1,110.96","1,198.05","1,196.63","1,116.74","1,086.04","1,136.43","1,256.28","1,196.43","1,328.15","1,220.09","1,253.92","1,172.99","1,063.45","1,252.09","1,160.41","1,224.29","1,102.66","1,123.00","1,241.13","1,295.83","1,313.37","1,229.10","1,252.90","1,155.69","1,180.47","1,412.71","1,174.60","1,262.68","1,064.60","1,207.94","1,413.85","1,155.62"
"Curaçao, Kingdom of the Netherlands",Country,80.52,36.99,45.35,37.11,44.49,42.01,38.55,47.69,40.09,53.78,39.40,43.14,28.68,33.83,30.53,29.17,30.20,32.43,30.26,29.81,27.47,23.33,23.70,21.62,60.62,61.11,78.70,65.17,83.71,70.88,68.51,73.46,67.08,65.24,119.10,100.64,48.78,30.42,24.84,26.57,34.85,41.54,31.04,43.97,52.86,30.05,25.78,27.09,53.51,62.49,28.38,16.14,18.55,18.40,24.05,30.63,15.88,33.64,33.83,19.79,19.46,28.07,14.82,17.16,30.13,11.61,17.29,16.48,13.87,18.27,16.98,11.51,11.51,41.85,8.48,7.81
